DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT
            TIME	TIME	ANG_X	ANG_Y	ANG_Z	VEL_X	VEL_Y	VEL_Z	ACC_X	ACC_Y	ACC_Z
            FRAME_NUMBERS	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
            ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
        ITEM	0	0	x	x	x	x	x	x	x	x	x
1 23.37 2337 9.853 -1.518 -25.784 -1.991 0.337 -0.054 4.716 -0.361 4.506
1 23.38 2338 7.705 -1.135 -25.955 -3.748 0.669 -0.299 -175.715 33.229 -24.445
1 23.39 2339 6.665 -0.971 -25.986 -1.815 0.286 -0.053 193.280 -38.299 24.569
1 23.40 2340 5.672 -0.884 -26.029 -1.733 0.152 -0.075 8.240 -13.405 -2.168
1 23.41 2341 4.734 -0.780 -26.162 -1.637 0.181 -0.233 9.590 2.844 -15.873
1 23.42 2342 3.865 -0.673 -26.307 -1.517 0.187 -0.253 11.972 0.624 -1.997
1 23.43 2343 3.065 -0.542 -26.516 -1.396 0.230 -0.364 12.104 4.291 -11.077
1 23.44 2344 2.355 -0.396 -26.742 -1.239 0.254 -0.394 15.680 2.385 -3.037
1 23.45 2345 1.735 -0.256 -26.980 -1.083 0.245 -0.416 15.691 -0.876 -2.128
1 23.46 2346 0.587 -0.001 -27.427 -2.003 0.446 -0.780 -92.014 20.137 -36.439
1 23.47 2347 0.240 0.139 -27.671 -0.607 0.244 -0.426 139.588 -20.251 35.405
1 23.48 2348 0.193 0.315 -27.921 -0.081 0.308 -0.436 52.582 6.407 -0.970
1 23.49 2349 -0.048 0.439 -28.106 -0.421 0.216 -0.324 -33.980 -9.125 11.132
1 23.50 2350 -0.262 0.556 -28.246 -0.374 0.203 -0.244 4.643 -1.380 8.041
1 23.51 2351 -0.431 0.648 -28.337 -0.295 0.162 -0.158 7.962 -4.067 8.551
1 23.52 2352 -0.542 0.733 -28.367 -0.193 0.148 -0.052 10.127 -1.417 10.688
1 23.53 2353 -0.798 0.877 -28.306 -0.446 0.252 0.105 -25.301 10.387 15.671
1 23.54 2354 -0.801 0.953 -28.237 -0.006 0.131 0.120 44.058 -12.030 1.518
1 23.55 2355 -0.692 0.984 -28.139 0.191 0.055 0.173 19.697 -7.604 5.224
1 23.56 2356 -0.741 1.020 -28.063 -0.085 0.062 0.131 -27.601 0.633 -4.134
1 23.57 2357 -0.838 1.047 -28.078 -0.171 0.048 -0.026 -8.560 -1.418 -15.725
1 23.58 2358 -1.004 1.061 -28.158 -0.289 0.025 -0.138 -11.855 -2.288 -11.203
1 23.59 2359 -1.209 1.079 -28.283 -0.358 0.031 -0.219 -6.871 0.676 -8.130
1 23.60 2360 -1.643 1.111 -28.636 -0.758 0.056 -0.615 -40.039 2.479 -39.555
1 23.61 2361 -1.832 1.130 -28.860 -0.330 0.033 -0.392 42.842 -2.300 22.331
1 23.62 2362 -1.974 1.160 -29.092 -0.247 0.051 -0.405 8.237 1.821 -1.316
1 23.63 2363 -1.987 1.226 -29.276 -0.023 0.115 -0.321 22.472 6.353 8.389
1 23.64 2364 -2.007 1.254 -29.393 -0.034 0.050 -0.205 -1.170 -6.515 11.598
1 23.65 2365 -2.015 1.263 -29.433 -0.014 0.015 -0.069 2.039 -3.477 13.547
1 23.66 2366 -2.015 1.249 -29.402 -0.000 -0.023 0.054 1.391 -3.848 12.337
1 23.67 2367 -2.096 1.249 -29.382 -0.143 -0.001 0.035 -14.262 2.233 -1.856
1 23.68 2368 -2.132 1.254 -29.304 -0.061 0.009 0.135 8.122 1.034 9.996
1 23.69 2369 -2.197 1.280 -29.254 -0.115 0.046 0.088 -5.328 3.668 -4.683
1 23.70 2370 -2.293 1.355 -29.338 -0.167 0.131 -0.148 -5.223 8.521 -23.608
1 23.71 2371 -2.397 1.391 -29.403 -0.181 0.062 -0.114 -1.369 -6.957 3.356
1 23.72 2372 -2.495 1.409 -29.484 -0.172 0.033 -0.140 0.884 -2.869 -2.594
1 23.73 2373 -2.556 1.425 -29.571 -0.107 0.027 -0.152 6.494 -0.557 -1.235
1 23.74 2374 -2.585 1.424 -29.651 -0.051 -0.002 -0.139 5.640 -2.972 1.291
1 23.75 2375 -2.658 1.424 -29.686 -0.127 -0.000 -0.061 -7.602 0.229 7.877
1 23.76 2376 -2.640 1.419 -29.698 0.031 -0.008 -0.022 15.755 -0.818 3.881
1 23.77 2377 -2.547 1.368 -29.758 0.162 -0.089 -0.105 13.055 -8.027 -8.357
1 23.78 2378 -2.537 1.346 -29.726 0.018 -0.038 0.057 -14.313 5.056 16.209
1 23.79 2379 -2.538 1.338 -29.664 -0.002 -0.015 0.108 -2.028 2.332 5.118
1 23.80 2380 -2.562 1.338 -29.590 -0.042 -0.000 0.129 -3.973 1.440 2.143
1 23.81 2381 -2.610 1.353 -29.546 -0.085 0.027 0.078 -4.329 2.700 -5.165
1 23.82 2382 -2.765 1.415 -29.447 -0.270 0.108 0.172 -18.526 8.127 9.418
1 23.83 2383 -2.850 1.464 -29.449 -0.149 0.086 -0.004 12.157 -2.149 -17.585
1 23.84 2384 -2.921 1.558 -29.366 -0.124 0.164 0.146 2.481 7.768 15.047
1 23.85 2385 -2.978 1.581 -29.363 -0.100 0.039 0.004 2.367 -12.547 -14.261
1 23.86 2386 -3.020 1.591 -29.349 -0.072 0.018 0.026 2.803 -2.022 2.172
1 23.87 2387 -3.053 1.600 -29.317 -0.058 0.016 0.055 1.403 -0.267 2.917
1 23.88 2388 -3.083 1.611 -29.279 -0.052 0.018 0.067 0.606 0.214 1.234
1 23.89 2389 -3.099 1.625 -29.224 -0.029 0.026 0.095 2.299 0.763 2.805
1 23.90 2390 -3.072 1.656 -29.118 0.047 0.055 0.186 7.614 2.902 9.043
1 23.91 2391 -3.019 1.676 -29.041 0.093 0.033 0.135 4.614 -2.109 -5.064
1 23.92 2392 -2.876 1.690 -29.031 0.249 0.025 0.017 15.521 -0.822 -11.777
1 23.93 2393 -2.762 1.678 -28.997 0.200 -0.021 0.060 -4.902 -4.623 4.297
1 23.94 2394 -2.665 1.664 -28.962 0.169 -0.024 0.061 -3.095 -0.315 0.051
1 23.95 2395 -2.603 1.634 -28.975 0.108 -0.053 -0.024 -6.074 -2.935 -8.438
1 23.96 2396 -2.602 1.605 -29.020 0.003 -0.050 -0.077 -10.514 0.331 -5.331
1 23.97 2397 -2.683 1.581 -29.139 -0.142 -0.043 -0.208 -14.424 0.753 -13.142
1 23.98 2398 -2.792 1.592 -29.214 -0.191 0.020 -0.130 -4.956 6.263 7.807
1 23.99 2399 -2.958 1.651 -29.253 -0.289 0.102 -0.068 -9.750 8.225 6.216
1 24.00 2400 -3.028 1.694 -29.282 -0.122 0.075 -0.050 16.674 -2.695 1.801
1 24.01 2401 -3.089 1.733 -29.313 -0.107 0.068 -0.055 1.530 -0.703 -0.454
1 24.02 2402 -3.153 1.752 -29.314 -0.112 0.033 -0.002 -0.540 -3.536 5.230
1 24.03 2403 -3.208 1.761 -29.300 -0.096 0.016 0.025 1.554 -1.707 2.754
1 24.04 2404 -3.211 1.779 -29.336 -0.005 0.032 -0.062 9.181 1.601 -8.738
1 24.05 2405 -3.192 1.774 -29.317 0.033 -0.010 0.033 3.719 -4.153 9.530
1 24.06 2406 -3.158 1.750 -29.249 0.059 -0.041 0.118 2.651 -3.092 8.492
1 24.07 2407 -3.079 1.742 -29.272 0.137 -0.015 -0.040 7.826 2.601 -15.793
1 24.08 2408 -2.981 1.735 -29.336 0.172 -0.012 -0.111 3.459 0.249 -7.145
1 24.09 2409 -2.860 1.748 -29.432 0.210 0.023 -0.167 3.821 3.465 -5.512
1 24.10 2410 -2.739 1.764 -29.539 0.212 0.028 -0.188 0.166 0.534 -2.174
1 24.11 2411 -2.604 1.739 -29.657 0.236 -0.044 -0.205 2.446 -7.199 -1.675
1 24.12 2412 -2.238 1.604 -29.950 0.639 -0.234 -0.511 40.239 -19.036 -30.546
1 24.13 2413 -2.009 1.528 -30.038 0.400 -0.134 -0.154 -23.895 10.042 35.633
1 24.14 2414 -1.795 1.450 -30.105 0.374 -0.135 -0.118 -2.580 -0.080 3.637
1 24.15 2415 -1.548 1.388 -30.090 0.431 -0.108 0.027 5.702 2.648 14.461
1 24.16 2416 -1.288 1.330 -30.025 0.453 -0.101 0.113 2.227 0.705 8.646
1 24.17 2417 -1.022 1.274 -29.950 0.463 -0.098 0.131 1.013 0.336 1.732
1 24.18 2418 -0.764 1.219 -29.879 0.451 -0.096 0.125 -1.236 0.206 -0.565
1 24.19 2419 -0.169 1.084 -29.812 1.039 -0.236 0.116 58.768 -14.022 -0.849
1 24.20 2420 0.035 0.996 -29.730 0.357 -0.153 0.143 -68.215 8.314 2.660
1 24.21 2421 0.336 0.916 -29.689 0.524 -0.140 0.072 16.785 1.321 -7.067
1 24.22 2422 0.667 0.835 -29.666 0.578 -0.141 0.039 5.386 -0.151 -3.303
1 24.23 2423 1.029 0.745 -29.620 0.632 -0.158 0.080 5.398 -1.648 4.090
1 24.24 2424 1.426 0.643 -29.577 0.692 -0.177 0.076 6.022 -1.915 -0.461
1 24.25 2425 1.855 0.517 -29.529 0.749 -0.221 0.083 5.703 -4.456 0.763
1 24.26 2426 2.842 0.236 -29.414 1.723 -0.489 0.201 97.312 -26.777 11.784
1 24.27 2427 3.359 0.077 -29.306 0.902 -0.279 0.188 -82.057 21.064 -1.303
1 24.28 2428 3.850 -0.091 -29.156 0.857 -0.292 0.262 -4.505 -1.308 7.404
1 24.29 2429 4.378 -0.229 -29.057 0.922 -0.242 0.173 6.473 5.005 -8.858
1 24.30 2430 4.933 -0.334 -28.934 0.968 -0.183 0.215 4.645 5.823 4.110
1 24.31 2431 5.494 -0.434 -28.795 0.980 -0.174 0.242 1.141 0.917 2.751
1 24.32 2432 6.098 -0.533 -28.631 1.054 -0.173 0.287 7.493 0.117 4.524
1 24.33 2433 6.738 -0.655 -28.438 1.117 -0.212 0.337 6.223 -3.932 4.966
1 24.34 2434 8.088 -0.949 -28.160 2.356 -0.514 0.484 123.972 -30.156 14.696
1 24.35 2435 8.804 -1.052 -27.995 1.249 -0.179 0.289 -110.746 33.495 -19.544
1 24.36 2436 9.530 -1.207 -27.891 1.268 -0.271 0.181 1.901 -9.166 -10.744
1 24.37 2437 10.268 -1.365 -27.809 1.287 -0.277 0.143 1.937 -0.656 -3.818
1 24.38 2438 11.048 -1.525 -27.780 1.361 -0.279 0.052 7.334 -0.156 -9.115
1 24.39 2439 11.872 -1.693 -27.782 1.438 -0.293 -0.004 7.750 -1.422 -5.614
1 24.40 2440 12.752 -1.864 -27.735 1.536 -0.298 0.082 9.795 -0.499 8.609
1 24.41 2441 14.633 -2.260 -27.418 3.284 -0.692 0.555 174.792 -39.379 47.306
1 24.42 2442 15.734 -2.432 -27.184 1.921 -0.300 0.408 -136.288 39.200 -14.662
1 24.43 2443 17.040 -2.562 -26.917 2.280 -0.226 0.465 35.866 7.329 5.674
1 24.44 2444 18.223 -2.692 -26.599 2.064 -0.227 0.556 -21.568 -0.088 9.145
1 24.45 2445 19.421 -2.805 -26.241 2.091 -0.197 0.624 2.668 3.010 6.803
1 24.46 2446 20.638 -2.913 -25.901 2.123 -0.188 0.593 3.263 0.902 -3.114
1 24.47 2447 21.880 -3.033 -25.596 2.168 -0.210 0.532 4.467 -2.153 -6.148
1 24.48 2448 24.360 -3.394 -25.048 4.329 -0.630 0.957 216.083 -42.064 42.510
1 24.49 2449 25.688 -3.659 -24.902 2.317 -0.463 0.255 -201.175 16.778 -70.164
1 24.50 2450 27.108 -3.953 -24.878 2.479 -0.514 0.042 16.201 -5.124 -21.355
1 24.51 2451 28.469 -4.215 -24.739 2.374 -0.457 0.243 -10.527 5.668 20.181
1 24.52 2452 29.851 -4.467 -24.552 2.413 -0.438 0.325 3.890 1.882 8.183
1 24.53 2453 31.259 -4.694 -24.301 2.457 -0.397 0.439 4.408 4.175 11.381
1 24.54 2454 32.695 -4.885 -23.960 2.506 -0.333 0.594 4.946 6.356 15.479
1 24.55 2455 35.575 -5.180 -23.107 5.027 -0.516 1.490 252.038 -18.331 89.628
1 24.56 2456 37.108 -5.263 -22.633 2.676 -0.143 0.826 -235.066 37.301 -66.391
1 24.57 2457 38.717 -5.301 -22.185 2.808 -0.067 0.782 13.152 7.673 -4.439
1 24.58 2458 40.274 -5.371 -21.733 2.717 -0.122 0.790 -9.061 -5.512 0.769
1 24.59 2459 41.809 -5.478 -21.319 2.680 -0.188 0.721 -3.729 -6.592 -6.806
1 24.60 2460 43.322 -5.639 -20.938 2.641 -0.281 0.666 -3.917 -9.311 -5.533
1 24.61 2461 44.817 -5.871 -20.578 2.608 -0.405 0.627 -3.214 -12.408 -3.892
1 24.62 2462 46.282 -6.152 -20.211 2.557 -0.491 0.642 -5.118 -8.588 1.428
1 24.63 2463 49.248 -6.485 -19.366 5.178 -0.581 1.474 262.028 -8.989 83.221
1 24.64 2464 50.651 -6.731 -18.810 2.449 -0.430 0.972 -272.892 15.037 -50.222
1 24.65 2465 52.185 -6.814 -18.219 2.677 -0.144 1.030 22.840 28.642 5.867
1 24.66 2466 53.787 -6.875 -17.619 2.795 -0.108 1.047 11.821 3.607 1.702
1 24.67 2467 55.436 -6.931 -17.022 2.880 -0.096 1.043 8.444 1.135 -0.396
1 24.68 2468 57.059 -6.993 -16.405 2.832 -0.109 1.076 -4.733 -1.283 3.321
1 24.69 2469 58.618 -7.064 -15.768 2.721 -0.124 1.112 -11.169 -1.524 3.575
1 24.70 2470 60.126 -7.114 -15.119 2.632 -0.087 1.131 -8.844 3.733 1.909
1 24.71 2471 63.124 -7.074 -13.920 5.232 0.071 2.093 259.953 15.808 96.174
1 24.72 2472 64.403 -7.208 -13.072 2.234 -0.235 1.481 -299.813 -30.545 -61.179
1 24.73 2473 65.820 -7.182 -12.365 2.472 0.045 1.234 23.817 27.966 -24.759
1 24.74 2474 67.268 -7.086 -11.652 2.527 0.168 1.243 5.511 12.270 0.966
1 24.75 2475 68.772 -6.927 -10.942 2.626 0.277 1.239 9.924 10.897 -0.422
1 24.76 2476 70.238 -6.735 -10.242 2.558 0.336 1.222 -6.859 5.960 -1.721
1 24.77 2477 71.686 -6.582 -9.540 2.529 0.267 1.226 -2.900 -6.949 0.422
1 24.78 2478 74.570 -6.276 -8.204 5.033 0.533 2.332 250.410 26.583 110.585
1 24.79 2479 75.820 -6.154 -7.179 2.182 0.214 1.789 -285.059 -31.867 -54.281
1 24.80 2480 77.108 -5.910 -6.355 2.249 0.425 1.438 6.647 21.076 -35.104
1 24.81 2481 78.357 -5.588 -5.567 2.180 0.563 1.375 -6.821 13.802 -6.293
1 24.82 2482 79.572 -5.193 -4.880 2.120 0.690 1.199 -6.026 12.662 -17.635
1 24.83 2483 80.778 -4.822 -4.271 2.105 0.647 1.062 -1.478 -4.297 -13.659
1 24.84 2484 81.979 -4.561 -3.686 2.096 0.457 1.021 -0.963 -18.973 -4.103
1 24.85 2485 84.454 -3.884 -2.709 4.319 1.180 1.705 222.387 72.341 68.415
1 24.86 2486 85.506 -3.771 -2.017 1.837 0.198 1.207 -248.252 -98.198 -49.847
1 24.87 2487 86.633 -3.347 -1.488 1.966 0.740 0.924 12.857 54.129 -28.318
1 24.88 2488 87.749 -2.787 -0.924 1.949 0.977 0.984 -1.644 23.738 6.063
1 24.89 2489 88.866 -2.206 -0.322 1.949 1.016 1.052 -0.002 3.867 6.748
1 24.90 2490 89.970 -1.649 0.245 1.927 0.972 0.989 -2.187 -4.389 -6.273
1 24.91 2491 91.027 -1.184 0.786 1.844 0.811 0.944 -8.321 -16.069 -4.522
1 24.92 2492 93.186 -0.464 1.729 3.768 1.258 1.647 192.436 44.668 70.280
1 24.93 2493 94.133 -0.104 2.268 1.653 0.628 0.939 -211.494 -62.958 -70.758
1 24.94 2494 94.868 0.240 2.875 1.282 0.600 1.060 -37.162 -2.805 12.064
1 24.95 2495 95.784 0.615 3.316 1.600 0.655 0.770 31.825 5.499 -28.955
1 24.96 2496 96.684 1.070 3.709 1.570 0.793 0.685 -2.959 13.811 -8.518
1 24.97 2497 97.574 1.631 4.056 1.554 0.980 0.606 -1.682 18.642 -7.877
1 24.98 2498 98.443 2.232 4.365 1.515 1.048 0.539 -3.841 6.891 -6.742
1 24.99 2499 100.321 3.311 4.918 3.279 1.883 0.965 176.367 83.439 42.654
1 25.00 2500 101.163 3.768 5.247 1.469 0.798 0.575 -180.976 -108.527 -39.021
1 25.01 2501 101.780 4.177 5.664 1.077 0.714 0.727 -39.220 -8.321 15.221
1 25.02 2502 102.572 4.545 6.070 1.382 0.642 0.708 30.545 -7.238 -1.956
1 25.03 2503 103.380 4.843 6.530 1.409 0.521 0.803 2.699 -12.074 9.559
1 25.04 2504 104.162 5.123 7.009 1.365 0.487 0.836 -4.448 -3.378 3.223
1 25.05 2505 104.909 5.408 7.423 1.305 0.498 0.723 -5.978 1.083 -11.268
1 25.06 2506 105.630 5.742 7.781 1.258 0.583 0.625 -4.673 8.467 -9.781
1 25.07 2507 107.215 6.476 8.350 2.766 1.281 0.992 150.781 69.777 36.709
1 25.08 2508 107.752 6.903 8.624 0.936 0.745 0.479 -182.989 -53.607 -51.298
1 25.09 2509 108.450 7.278 8.841 1.219 0.656 0.379 28.317 -8.907 -10.027
1 25.10 2510 109.148 7.664 9.017 1.218 0.673 0.306 -0.179 1.737 -7.317
1 25.11 2511 109.853 8.028 9.180 1.231 0.636 0.285 1.318 -3.715 -2.110
1 25.12 2512 110.538 8.365 9.379 1.195 0.587 0.348 -3.550 -4.882 6.323
1 25.13 2513 111.222 8.715 9.600 1.193 0.612 0.387 -0.222 2.453 3.855
1 25.14 2514 112.704 9.347 9.964 2.588 1.102 0.634 139.437 49.091 24.769
1 25.15 2515 113.188 9.710 10.109 0.844 0.634 0.254 -174.382 -46.859 -38.033
1 25.16 2516 113.822 10.009 10.238 1.107 0.523 0.224 26.314 -11.115 -2.959
1 25.17 2517 114.424 10.324 10.380 1.051 0.549 0.249 -5.629 2.676 2.444
1 25.18 2518 115.018 10.662 10.515 1.037 0.589 0.234 -1.326 3.942 -1.445
1 25.19 2519 115.596 10.982 10.661 1.008 0.559 0.256 -2.890 -2.993 2.160
1 25.20 2520 116.156 11.285 10.796 0.977 0.528 0.236 -3.111 -3.056 -1.988
1 25.21 2521 116.692 11.597 10.899 0.936 0.545 0.180 -4.098 1.681 -5.629
1 25.22 2522 117.841 12.190 11.081 2.005 1.036 0.317 106.888 49.049 13.692
1 25.23 2523 118.204 12.580 11.175 0.634 0.681 0.165 -137.129 -35.514 -15.144
1 25.24 2524 118.668 12.905 11.293 0.809 0.567 0.205 17.476 -11.381 3.965
1 25.25 2525 119.103 13.221 11.409 0.760 0.552 0.202 -4.816 -1.448 -0.260
1 25.26 2526 119.533 13.553 11.525 0.749 0.579 0.203 -1.144 2.627 0.112
1 25.27 2527 119.935 13.862 11.650 0.702 0.540 0.217 -4.737 -3.855 1.404
1 25.28 2528 120.317 14.152 11.805 0.668 0.506 0.271 -3.397 -3.369 5.326
1 25.29 2529 120.687 14.416 12.008 0.645 0.461 0.356 -2.270 -4.534 8.497
1 25.30 2530 121.394 14.946 12.359 1.234 0.924 0.611 58.925 46.353 25.568
1 25.31 2531 121.733 15.225 12.464 0.592 0.486 0.183 -64.242 -43.821 -42.782
1 25.32 2532 122.061 15.523 12.521 0.572 0.521 0.099 -1.941 3.478 -8.438
1 25.33 2533 122.385 15.821 12.568 0.565 0.520 0.083 -0.720 -0.120 -1.640
1 25.34 2534 122.713 16.131 12.600 0.573 0.542 0.055 0.734 2.173 -2.759
1 25.35 2535 123.047 16.431 12.636 0.584 0.523 0.064 1.137 -1.898 0.880
1 25.36 2536 123.746 16.824 12.816 1.219 0.686 0.314 63.484 16.352 24.984
1 25.37 2537 123.906 17.078 12.944 0.280 0.443 0.223 -93.923 -24.336 -9.105
1 25.38 2538 124.131 17.231 13.153 0.392 0.268 0.366 11.241 -17.443 14.296
1 25.39 2539 124.319 17.386 13.395 0.329 0.270 0.422 -6.278 0.188 5.651
1 25.40 2540 124.486 17.529 13.670 0.291 0.249 0.480 -3.829 -2.133 5.801
1 25.41 2541 124.641 17.643 13.947 0.270 0.199 0.483 -2.041 -4.976 0.241
1 25.42 2542 124.781 17.741 14.205 0.244 0.171 0.451 -2.608 -2.821 -3.171
1 25.43 2543 124.901 17.858 14.414 0.210 0.205 0.365 -3.431 3.422 -8.538
1 25.44 2544 125.098 18.155 14.690 0.344 0.518 0.480 13.363 31.281 11.487
1 25.45 2545 125.197 18.312 14.717 0.173 0.273 0.047 -17.121 -24.475 -43.290
1 25.46 2546 125.285 18.462 14.721 0.154 0.261 0.007 -1.841 -1.170 -4.048
1 25.47 2547 125.370 18.593 14.763 0.148 0.230 0.074 -0.587 -3.165 6.735
1 25.48 2548 125.436 18.683 14.820 0.115 0.156 0.098 -3.324 -7.374 2.394
1 25.49 2549 125.485 18.729 14.887 0.085 0.081 0.117 -3.004 -7.466 1.862
1 25.50 2550 125.520 18.740 14.969 0.061 0.019 0.144 -2.425 -6.247 2.754
1 25.51 2551 125.596 18.732 15.172 0.133 -0.014 0.353 7.250 -3.312 20.850
1 25.52 2552 125.541 18.711 15.221 -0.096 -0.037 0.086 -22.941 -2.334 -26.650
1 25.53 2553 125.551 18.715 15.218 0.018 0.007 -0.006 11.399 4.433 -9.193
1 25.54 2554 125.569 18.718 15.153 0.032 0.006 -0.114 1.423 -0.090 -10.855
1 25.55 2555 125.597 18.752 15.031 0.047 0.059 -0.212 1.533 5.314 -9.756
1 25.56 2556 125.641 18.826 14.868 0.078 0.129 -0.285 3.071 7.040 -7.372
1 25.57 2557 125.689 18.880 14.711 0.083 0.094 -0.273 0.443 -3.583 1.214
1 25.58 2558 125.745 18.913 14.586 0.099 0.058 -0.218 1.647 -3.525 5.496
1 25.59 2559 125.752 18.902 14.552 0.012 -0.020 -0.060 -8.671 -7.807 15.824
1 25.60 2560 125.741 18.861 14.602 -0.020 -0.072 0.087 -3.262 -5.230 14.658
1 25.61 2561 125.712 18.830 14.687 -0.050 -0.054 0.149 -3.006 1.796 6.275
1 25.62 2562 125.666 18.805 14.802 -0.081 -0.044 0.200 -3.028 1.036 5.076
1 25.63 2563 125.609 18.775 14.918 -0.098 -0.052 0.203 -1.750 -0.816 0.300
1 25.64 2564 125.554 18.766 15.026 -0.096 -0.016 0.188 0.234 3.535 -1.504
1 25.65 2565 125.516 18.750 15.099 -0.067 -0.027 0.128 2.856 -1.088 -6.046
1 25.66 2566 125.472 18.735 15.176 -0.076 -0.027 0.134 -0.865 0.077 0.665
1 25.67 2567 125.467 18.736 15.168 -0.009 0.003 -0.014 6.666 2.919 -14.830
1 25.68 2568 125.459 18.749 15.121 -0.013 0.022 -0.081 -0.408 1.908 -6.733
1 25.69 2569 125.455 18.764 15.059 -0.008 0.027 -0.109 0.546 0.507 -2.751
1 25.70 2570 125.450 18.789 15.006 -0.008 0.044 -0.092 -0.060 1.737 1.671
1 25.71 2571 125.449 18.835 14.900 -0.002 0.080 -0.184 0.663 3.631 -9.212
1 25.72 2572 125.436 18.882 14.792 -0.022 0.082 -0.190 -2.029 0.114 -0.553
1 25.73 2573 125.314 18.940 14.658 -0.213 0.102 -0.233 -19.100 1.991 -4.330
1 25.74 2574 125.334 18.949 14.599 0.035 0.015 -0.103 24.827 -8.660 12.972
1 25.75 2575 125.298 18.935 14.556 -0.064 -0.024 -0.074 -9.911 -3.878 2.897
1 25.76 2576 125.259 18.894 14.526 -0.067 -0.071 -0.052 -0.339 -4.756 2.275
1 25.77 2577 125.218 18.833 14.502 -0.071 -0.107 -0.042 -0.367 -3.607 0.923
1 25.78 2578 125.169 18.771 14.449 -0.085 -0.107 -0.093 -1.438 0.046 -5.090
1 25.79 2579 125.116 18.699 14.403 -0.092 -0.127 -0.079 -0.670 -1.984 1.433
1 25.80 2580 124.927 18.568 14.334 -0.331 -0.229 -0.120 -23.923 -10.194 -4.120
1 25.81 2581 125.020 18.448 14.257 0.163 -0.209 -0.135 49.410 2.016 -1.471
1 25.82 2582 125.002 18.346 14.140 -0.031 -0.178 -0.204 -19.360 3.087 -6.924
1 25.83 2583 124.999 18.241 14.004 -0.006 -0.183 -0.237 2.530 -0.557 -3.319
1 25.84 2584 125.009 18.124 13.848 0.018 -0.205 -0.272 2.317 -2.169 -3.474
1 25.85 2585 125.009 17.999 13.691 0.000 -0.217 -0.275 -1.757 -1.172 -0.255
1 25.86 2586 125.003 17.867 13.543 -0.010 -0.232 -0.258 -1.037 -1.509 1.647
1 25.87 2587 124.749 17.575 13.414 -0.444 -0.510 -0.224 -43.325 -27.766 3.371
1 25.88 2588 124.822 17.422 13.191 0.127 -0.266 -0.389 57.094 24.356 -16.441
1 25.89 2589 124.711 17.241 13.097 -0.194 -0.316 -0.165 -32.141 -4.990 22.390
1 25.90 2590 124.577 17.032 13.017 -0.234 -0.365 -0.139 -4.017 -4.926 2.601
1 25.91 2591 124.436 16.810 12.953 -0.246 -0.388 -0.112 -1.197 -2.295 2.737
1 25.92 2592 124.284 16.590 12.863 -0.264 -0.384 -0.157 -1.762 0.457 -4.530
1 25.93 2593 124.125 16.367 12.756 -0.279 -0.388 -0.187 -1.521 -0.489 -3.016
1 25.94 2594 123.963 16.148 12.623 -0.282 -0.382 -0.232 -0.291 0.616 -4.458
1 25.95 2595 123.632 15.721 12.395 -0.578 -0.746 -0.399 -29.569 -36.368 -16.766
1 25.96 2596 123.448 15.462 12.314 -0.321 -0.453 -0.140 25.632 29.330 25.959
1 25.97 2597 123.239 15.132 12.318 -0.365 -0.575 0.006 -4.401 -12.202 14.551
1 25.98 2598 122.949 14.718 12.421 -0.506 -0.723 0.180 -14.105 -14.825 17.431
1 25.99 2599 122.618 14.246 12.617 -0.576 -0.824 0.342 -7.000 -10.148 16.215
1 26.00 2600 122.270 13.763 12.864 -0.607 -0.842 0.430 -3.085 -1.787 8.810
1 26.01 2601 121.907 13.275 13.148 -0.635 -0.852 0.496 -2.799 -0.966 6.557
1 26.02 2602 120.963 12.280 13.703 -1.647 -1.737 0.970 -101.187 -88.535 47.414
1 26.03 2603 120.775 11.734 13.927 -0.327 -0.953 0.391 131.998 78.439 -57.921
1 26.04 2604 120.395 11.234 14.026 -0.664 -0.872 0.172 -33.739 8.046 -21.906
1 26.05 2605 120.005 10.796 14.027 -0.681 -0.764 0.003 -1.626 10.809 -16.906
1 26.06 2606 119.597 10.410 13.967 -0.711 -0.675 -0.106 -3.054 8.974 -10.867
1 26.07 2607 119.159 10.053 13.838 -0.765 -0.622 -0.224 -5.364 5.250 -11.799
1 26.08 2608 118.683 9.718 13.672 -0.830 -0.585 -0.291 -6.526 3.704 -6.700
1 26.09 2609 118.190 9.414 13.485 -0.860 -0.531 -0.326 -2.990 5.444 -3.467
1 26.10 2610 117.110 8.894 13.039 -1.886 -0.908 -0.779 -102.587 -37.752 -45.321
1 26.11 2611 116.516 8.627 12.762 -1.037 -0.466 -0.482 84.913 44.169 29.643
1 26.12 2612 115.894 8.375 12.443 -1.086 -0.439 -0.558 -4.935 2.774 -7.551
1 26.13 2613 115.248 8.146 12.074 -1.127 -0.400 -0.643 -4.053 3.869 -8.521
1 26.14 2614 114.589 7.946 11.659 -1.149 -0.349 -0.725 -2.258 5.087 -8.187
1 26.15 2615 113.908 7.774 11.195 -1.190 -0.301 -0.810 -4.032 4.835 -8.528
