DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT
            TIME	TIME	ANG_X	ANG_Y	ANG_Z	VEL_X	VEL_Y	VEL_Z	ACC_X	ACC_Y	ACC_Z
            FRAME_NUMBERS	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
            ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
1 9.03 903 -0.824 -11.075 -5.656 -0.337 -1.708 1.070 25.908 286.320 28.207
1 9.04 904 -0.965 -12.355 -5.418 -0.247 -2.233 0.415 9.023 -52.533 -65.496
1 9.05 905 -1.120 -13.721 -5.267 -0.270 -2.384 0.265 -2.298 -15.074 -15.048
1 9.06 906 -1.330 -15.187 -5.233 -0.368 -2.559 0.058 -9.763 -17.462 -20.632
1 9.07 907 -1.607 -16.729 -5.338 -0.483 -2.691 -0.183 -11.581 -13.260 -24.179
1 9.08 908 -1.891 -18.348 -5.437 -0.495 -2.825 -0.173 -1.139 -13.404 1.052
1 9.09 909 -2.111 -20.026 -5.430 -0.384 -2.928 0.013 11.065 -10.301 18.630
1 9.10 910 -2.274 -23.456 -4.963 -0.285 -5.987 0.816 9.931 -305.819 80.207
1 9.11 911 -2.226 -25.169 -4.533 0.083 -2.989 0.749 36.783 299.730 -6.633
1 9.12 912 -2.096 -26.891 -3.965 0.226 -3.007 0.992 14.337 -1.764 24.310
1 9.13 913 -1.876 -28.651 -3.269 0.385 -3.071 1.214 15.846 -6.422 22.157
1 9.14 914 -1.579 -30.483 -2.507 0.518 -3.198 1.330 13.348 -12.684 11.596
1 9.15 915 -1.245 -32.388 -1.752 0.583 -3.324 1.318 6.454 -12.626 -1.141
1 9.16 916 -0.364 -37.094 -0.248 1.538 -8.213 2.624 95.492 -488.840 130.559
1 9.17 917 0.008 -39.192 0.563 0.648 -3.662 1.417 -88.965 455.052 -120.723
1 9.18 918 0.122 -40.577 1.244 0.200 -2.417 1.187 -44.793 124.514 -22.930
1 9.19 919 0.756 -42.657 2.228 1.107 -3.631 1.719 90.634 -121.365 53.122
1 9.20 920 1.617 -44.731 3.446 1.502 -3.620 2.125 39.535 1.024 40.655
1 9.21 921 2.786 -46.801 4.993 2.040 -3.612 2.700 53.796 0.882 57.497
1 9.22 922 4.415 -48.887 7.026 2.843 -3.642 3.549 80.321 -3.046 84.831
1 9.23 923 6.427 -50.969 9.434 3.511 -3.634 4.203 66.834 0.827 65.447
1 9.24 924 12.958 -55.946 16.536 11.399 -8.686 12.394 788.749 -505.213 819.104
1 9.25 925 16.218 -57.074 20.230 5.689 -1.968 6.449 -570.957 671.792 -594.549
1 9.26 926 22.381 -59.002 26.667 10.757 -3.365 11.234 506.721 -139.729 478.519
1 9.27 927 31.302 -60.725 35.825 15.570 -3.008 15.984 481.341 35.774 475.039
1 9.28 928 44.056 -62.057 48.825 22.261 -2.324 22.689 669.087 68.358 670.450
1 9.29 929 59.106 -62.744 64.176 26.268 -1.200 26.793 400.670 112.371 410.468
1 9.30 930 75.402 -62.789 80.794 28.441 -0.079 29.004 217.299 112.171 221.047
1 9.31 931 90.210 -62.214 95.933 25.845 1.004 26.422 -259.583 108.207 -258.192
1 9.32 932 110.784 -59.929 117.120 35.908 3.988 36.980 1006.360 298.446 1055.788
1 9.33 933 118.052 -58.332 124.651 12.685 2.788 13.144 -2322.315 -120.041 -2383.611
1 9.34 934 123.533 -56.640 130.418 9.566 2.954 10.064 -311.879 16.644 -307.915
1 9.35 935 127.751 -54.855 134.943 7.361 3.115 7.899 -220.499 16.118 -216.570
1 9.36 936 131.072 -53.006 138.603 5.796 3.227 6.387 -156.507 11.160 -151.174
1 9.37 937 133.670 -51.155 141.525 4.535 3.231 5.100 -126.097 0.455 -128.696
1 9.38 938 135.661 -49.331 143.812 3.475 3.183 3.991 -106.053 -4.816 -110.896
1 9.39 939 135.414 -48.222 144.013 -0.432 1.935 0.351 -390.666 -124.793 -363.967
1 9.40 940 139.448 -44.287 148.345 7.041 6.869 7.561 747.268 493.325 720.997
1 9.41 941 140.441 -42.800 149.647 1.733 2.594 2.273 -530.808 -427.412 -528.867
1 9.42 942 141.347 -41.409 150.922 1.582 2.427 2.224 -15.104 -16.707 -4.883
1 9.43 943 142.108 -40.090 152.088 1.328 2.302 2.036 -25.423 -12.500 -18.754
1 9.44 944 142.730 -38.802 153.219 1.086 2.248 1.973 -24.102 -5.423 -6.368
1 9.45 945 143.306 -37.562 154.348 1.005 2.164 1.972 -8.185 -8.376 -0.086
1 9.46 946 143.792 -36.383 155.360 0.849 2.058 1.766 -15.528 -10.628 -20.571
1 9.47 947 144.454 -34.080 156.881 1.154 4.019 2.655 30.472 196.145 88.856
1 9.48 948 144.604 -32.892 157.342 0.262 2.074 0.804 -89.214 -194.577 -185.037
1 9.49 949 144.632 -31.658 157.564 0.050 2.153 0.387 -21.167 7.937 -41.738
1 9.50 950 144.655 -30.388 157.668 0.040 2.217 0.182 -1.047 6.369 -20.475
1 9.51 951 144.679 -29.113 157.669 0.041 2.225 0.002 0.126 0.868 -18.060
1 9.52 952 144.715 -27.846 157.609 0.063 2.211 -0.104 2.151 -1.485 -10.591
1 9.53 953 144.827 -26.653 157.587 0.196 2.083 -0.039 13.311 -12.771 6.537
1 9.54 954 145.047 -24.473 157.647 0.385 3.805 0.105 18.890 172.222 14.427
1 9.55 955 145.127 -23.442 157.744 0.139 1.799 0.169 -24.519 -200.633 6.421
1 9.56 956 145.233 -22.509 157.928 0.185 1.629 0.322 4.578 -16.982 15.202
1 9.57 957 145.336 -21.633 158.151 0.179 1.528 0.388 -0.622 -10.104 6.635
1 9.58 958 145.414 -20.771 158.367 0.137 1.505 0.377 -4.234 -2.249 -1.075
1 9.59 959 145.436 -19.896 158.567 0.039 1.526 0.349 -9.780 2.043 -2.842
1 9.60 960 145.486 -17.983 159.264 0.087 3.339 1.217 4.821 181.299 86.846
1 9.61 961 145.164 -17.105 159.213 -0.562 1.533 -0.089 -64.864 -180.620 -130.603
1 9.62 962 145.065 -16.170 159.491 -0.173 1.632 0.485 38.841 9.929 57.423
1 9.63 963 144.960 -15.279 159.808 -0.183 1.556 0.554 -0.949 -7.614 6.857
1 9.64 964 144.903 -14.502 160.237 -0.100 1.356 0.747 8.249 -19.939 19.357
1 9.65 965 144.812 -13.776 160.654 -0.159 1.266 0.728 -5.839 -9.030 -1.931
1 9.66 966 144.689 -13.027 161.040 -0.214 1.308 0.675 -5.534 4.180 -5.355
1 9.67 967 144.560 -12.235 161.475 -0.226 1.382 0.758 -1.225 7.366 8.357
1 9.68 968 144.229 -10.471 162.181 -0.577 3.079 1.232 -35.059 169.713 47.364
1 9.69 969 144.061 -9.528 162.507 -0.294 1.646 0.569 28.267 -143.274 -66.235
1 9.70 970 143.981 -8.578 162.863 -0.140 1.658 0.622 15.380 1.250 5.264
1 9.71 971 144.012 -7.666 163.265 0.055 1.592 0.700 19.498 -6.633 7.808
1 9.72 972 144.061 -6.795 163.659 0.085 1.520 0.688 3.035 -7.262 -1.240
1 9.73 973 144.077 -5.952 164.033 0.028 1.472 0.653 -5.674 -4.731 -3.464
1 9.74 974 144.020 -5.120 164.372 -0.098 1.451 0.592 -12.674 -2.082 -6.089
1 9.75 975 143.883 -4.371 164.690 -0.240 1.306 0.554 -14.133 -14.505 -3.824
1 9.76 976 143.389 -3.271 165.342 -0.863 1.921 1.138 -62.282 61.496 58.439
1 9.77 977 143.012 -2.924 165.588 -0.657 0.606 0.429 20.592 -131.570 -70.984
1 9.78 978 142.613 -2.642 165.760 -0.697 0.491 0.301 -4.034 -11.452 -12.724
1 9.79 979 142.202 -2.496 165.880 -0.717 0.255 0.208 -1.984 -23.619 -9.310
1 9.80 980 141.776 -2.488 165.955 -0.743 0.014 0.132 -2.654 -24.069 -7.591
1 9.81 981 141.367 -2.588 166.016 -0.715 -0.174 0.107 2.816 -18.847 -2.573
1 9.82 982 141.030 -2.751 166.084 -0.588 -0.285 0.118 12.751 -11.092 1.147
1 9.83 983 140.668 -3.045 166.288 -0.631 -0.512 0.357 -4.320 -22.685 23.870
1 9.84 984 140.710 -3.122 166.390 0.074 -0.136 0.178 70.450 37.651 -17.874
1 9.85 985 140.908 -3.203 166.468 0.345 -0.140 0.136 27.194 -0.456 -4.220
1 9.86 986 141.206 -3.271 166.476 0.520 -0.119 0.014 17.459 2.153 -12.164
1 9.87 987 141.562 -3.300 166.416 0.621 -0.052 -0.106 10.123 6.695 -12.050
1 9.88 988 141.945 -3.287 166.317 0.668 0.023 -0.172 4.673 7.478 -6.588
1 9.89 989 142.300 -3.268 166.194 0.619 0.032 -0.215 -4.947 0.923 -4.237
1 9.90 990 142.858 -3.287 165.999 0.975 -0.032 -0.339 35.608 -6.468 -12.481
1 9.91 991 143.067 -3.340 165.964 0.365 -0.094 -0.062 -60.968 -6.146 27.747
1 9.92 992 143.209 -3.391 165.948 0.248 -0.088 -0.029 -11.714 0.577 3.307
1 9.93 993 143.291 -3.451 165.981 0.143 -0.104 0.059 -10.483 -1.634 8.755
1 9.94 994 143.350 -3.534 166.088 0.103 -0.145 0.187 -4.034 -4.063 12.839
1 9.95 995 143.403 -3.657 166.230 0.093 -0.216 0.247 -0.992 -7.061 5.994
1 9.96 996 143.478 -3.810 166.435 0.130 -0.266 0.358 3.774 -5.076 11.091
1 9.97 997 143.566 -4.005 166.690 0.155 -0.341 0.445 2.415 -7.508 8.700
1 9.98 998 143.974 -4.379 167.135 0.711 -0.651 0.777 55.609 -30.997 33.240
1 9.99 999 144.293 -4.547 167.310 0.557 -0.294 0.305 -15.364 35.772 -47.212
1 10.00 1000 144.670 -4.692 167.431 0.659 -0.253 0.211 10.142 4.013 -9.403
1 10.01 1001 145.069 -4.832 167.490 0.696 -0.244 0.102 3.703 0.927 -10.889
1 10.02 1002 145.463 -4.974 167.461 0.688 -0.248 -0.051 -0.792 -0.370 -15.345
1 10.03 1003 145.845 -5.123 167.384 0.668 -0.260 -0.133 -1.936 -1.220 -8.228
1 10.04 1004 146.217 -5.299 167.288 0.648 -0.308 -0.169 -1.996 -4.765 -3.514
1 10.05 1005 146.918 -5.839 167.226 1.223 -0.942 -0.107 57.449 -63.413 6.146
1 10.06 1006 147.305 -6.246 167.266 0.677 -0.710 0.070 -54.624 23.189 17.712
1 10.07 1007 147.740 -6.712 167.321 0.760 -0.813 0.096 8.316 -10.323 2.563
1 10.08 1008 148.213 -7.226 167.366 0.825 -0.897 0.078 6.540 -8.365 -1.752
1 10.09 1009 148.717 -7.784 167.420 0.879 -0.975 0.095 5.431 -7.814 1.686
1 10.10 1010 149.248 -8.368 167.482 0.926 -1.019 0.108 4.663 -4.378 1.252
1 10.11 1011 149.778 -8.965 167.514 0.925 -1.042 0.056 -0.067 -2.326 -5.169
1 10.12 1012 150.693 -10.183 167.453 1.596 -2.126 -0.107 67.108 -108.441 -16.289
1 10.13 1013 151.048 -10.851 167.400 0.620 -1.164 -0.091 -97.675 96.199 1.562
1 10.14 1014 151.381 -11.596 167.393 0.582 -1.300 -0.013 -3.757 -13.576 7.880
1 10.15 1015 151.778 -12.461 167.484 0.693 -1.510 0.158 11.046 -20.929 17.092
1 10.16 1016 152.271 -13.442 167.645 0.860 -1.713 0.282 16.770 -20.361 12.326
1 10.17 1017 152.830 -14.485 167.866 0.975 -1.820 0.385 11.504 -10.725 10.386
1 10.18 1018 153.452 -15.535 168.105 1.086 -1.833 0.417 11.098 -1.239 3.119
1 10.19 1019 154.601 -15.925 168.730 2.006 -0.680 1.092 91.939 115.328 67.554
1 10.20 1020 155.420 -18.482 168.341 1.428 -4.463 -0.680 -57.786 -378.394 -177.219
1 10.21 1021 156.003 -19.487 168.229 1.018 -1.754 -0.195 -40.956 270.964 48.552
1 10.22 1022 156.542 -20.557 168.033 0.941 -1.867 -0.342 -7.699 -11.355 -14.706
1 10.23 1023 156.993 -21.690 167.748 0.787 -1.978 -0.499 -15.407 -11.107 -15.717
1 10.24 1024 157.356 -22.885 167.386 0.633 -2.085 -0.631 -15.404 -10.638 -13.237
1 10.25 1025 157.670 -24.138 167.006 0.547 -2.187 -0.663 -8.633 -10.222 -3.183
1 10.26 1026 157.968 -25.447 166.653 0.521 -2.285 -0.617 -2.618 -9.776 4.566
1 10.27 1027 158.539 -28.219 166.229 0.997 -4.838 -0.740 47.591 -255.331 -12.248
1 10.28 1028 158.943 -29.669 166.316 0.706 -2.532 0.153 -29.109 230.640 89.281
1 10.29 1029 159.486 -31.155 166.595 0.948 -2.593 0.486 24.233 -6.143 33.302
1 10.30 1030 160.110 -32.658 166.961 1.089 -2.622 0.638 14.107 -2.904 15.228
1 10.31 1031 160.775 -34.189 167.314 1.160 -2.673 0.616 7.081 -5.059 -2.184
1 10.32 1032 161.364 -35.787 167.522 1.029 -2.789 0.363 -13.111 -11.650 -25.325
1 10.33 1033 161.826 -37.440 167.517 0.807 -2.885 -0.009 -22.149 -9.540 -37.260
1 10.34 1034 162.483 -41.151 166.778 1.145 -6.478 -1.289 33.796 -359.285 -128.000
1 10.35 1035 162.493 -43.308 165.862 0.018 -3.764 -1.598 -112.667 271.323 -30.899
1 10.36 1036 162.152 -45.512 164.548 -0.595 -3.847 -2.294 -61.369 -8.239 -69.582
1 10.37 1037 161.429 -47.661 162.971 -1.262 -3.750 -2.752 -66.721 9.639 -45.812
1 10.38 1038 160.675 -49.607 161.569 -1.316 -3.398 -2.445 -5.369 35.276 30.694
1 10.39 1039 159.931 -51.443 160.368 -1.298 -3.205 -2.097 1.814 19.299 34.835
1 10.40 1040 159.222 -53.115 159.352 -1.237 -2.917 -1.773 6.118 28.785 32.415
1 10.41 1041 160.374 -54.015 160.386 2.011 -1.571 1.805 324.745 134.531 357.749
1 10.42 1042 156.779 -57.563 156.450 -6.275 -6.192 -6.870 -828.516 -462.095 -867.417
1 10.43 1043 154.398 -58.990 153.910 -4.155 -2.491 -4.434 211.957 370.151 243.545
1 10.44 1044 150.303 -60.395 149.681 -7.148 -2.452 -7.381 -299.308 3.854 -294.695
1 10.45 1045 143.739 -61.771 143.021 -11.456 -2.401 -11.623 -430.751 5.087 -424.235
1 10.46 1046 133.435 -63.068 132.603 -17.985 -2.264 -18.183 -652.924 13.729 -655.992
1 10.47 1047 118.476 -64.145 117.532 -26.108 -1.879 -26.304 -812.354 38.517 -812.082
1 10.48 1048 100.930 -64.698 100.018 -30.623 -0.967 -30.566 -451.443 91.240 -426.197
1 10.49 1049 76.686 -64.972 75.826 -42.315 -0.478 -42.224 -1169.235 48.884 -1165.819
1 10.50 1050 41.277 -63.856 40.792 -61.799 1.948 -61.146 -1948.357 242.530 -1892.180
1 10.51 1051 29.762 -62.914 29.459 -20.099 1.645 -19.778 4169.989 -30.282 4136.785
1 10.52 1052 20.960 -61.812 20.786 -15.361 1.924 -15.137 473.780 27.906 464.087
1 10.53 1053 14.160 -60.518 14.066 -11.869 2.257 -11.729 349.210 33.321 340.794
1 10.54 1054 9.390 -58.992 9.347 -8.326 2.664 -8.236 354.298 40.728 349.319
1 10.55 1055 6.357 -57.218 6.215 -5.293 3.095 -5.466 303.281 43.060 277.013
1 10.56 1056 3.275 -53.175 2.717 -5.379 7.058 -6.105 -8.622 396.292 -63.939
1 10.57 1057 2.502 -51.045 1.733 -1.348 3.717 -1.717 403.129 -334.095 438.800
1 10.58 1058 1.787 -48.894 0.910 -1.249 3.755 -1.437 9.900 3.802 28.075
1 10.59 1059 0.745 -46.798 -0.089 -1.817 3.658 -1.743 -56.839 -9.732 -30.630
1 10.60 1060 -0.623 -44.870 -1.258 -2.388 3.365 -2.041 -57.053 -29.261 -29.790
1 10.61 1061 -2.029 -43.155 -2.330 -2.454 2.993 -1.871 -6.581 -37.234 17.045
1 10.62 1062 -3.369 -41.631 -3.316 -2.340 2.659 -1.721 11.399 -33.327 14.911
1 10.63 1063 -4.278 -40.999 -3.963 -1.586 1.105 -1.128 75.372 -155.483 59.331
1 10.64 1064 -6.484 -37.750 -6.372 -3.850 5.669 -4.205 -226.347 456.471 -307.730
1 10.65 1065 -6.966 -36.293 -7.114 -0.841 2.544 -1.294 300.818 -312.555 291.119
1 10.66 1066 -7.072 -34.757 -7.483 -0.185 2.681 -0.645 65.636 13.755 64.922
1 10.67 1067 -6.787 -33.148 -7.424 0.497 2.808 0.103 68.151 12.695 74.822
1 10.68 1068 -6.122 -31.429 -7.021 1.162 2.999 0.704 66.542 19.076 60.103
1 10.69 1069 -5.228 -29.607 -6.384 1.560 3.181 1.112 39.773 18.185 40.732
1 10.70 1070 -4.240 -27.745 -5.558 1.725 3.250 1.440 16.486 6.929 32.888
1 10.71 1071 -2.623 -23.817 -4.182 2.823 6.855 2.402 109.800 360.469 96.114
1 10.72 1072 -2.211 -21.740 -3.896 0.718 3.625 0.499 -210.486 -322.936 -190.234
1 10.73 1073 -2.109 -19.590 -3.958 0.179 3.753 -0.108 -53.903 12.733 -60.682
1 10.74 1074 -2.258 -17.383 -4.297 -0.260 3.851 -0.591 -43.840 9.822 -48.354
1 10.75 1075 -2.526 -15.160 -4.723 -0.469 3.881 -0.745 -20.883 3.030 -15.399
1 10.76 1076 -2.711 -13.037 -5.110 -0.323 3.705 -0.675 14.608 -17.641 7.055
1 10.77 1077 -2.775 -10.951 -5.409 -0.111 3.640 -0.522 21.116 -6.459 15.245
1 10.78 1078 -2.476 -6.916 -5.609 0.522 7.043 -0.348 63.376 340.299 17.374
1 10.79 1079 -2.130 -5.017 -5.463 0.604 3.313 0.255 8.148 -373.050 60.317
1 10.80 1080 -1.704 -3.202 -5.217 0.743 3.169 0.428 13.934 -14.406 17.347
1 10.81 1081 -1.251 -1.473 -4.960 0.791 3.018 0.450 4.751 -15.072 2.127
1 10.82 1082 -0.852 0.158 -4.860 0.696 2.847 0.173 -9.509 -17.115 -27.620
1 10.83 1083 -0.548 1.678 -4.983 0.530 2.653 -0.214 -16.557 -19.431 -38.713
1 10.84 1084 -0.318 3.055 -5.282 0.402 2.404 -0.522 -12.789 -24.888 -30.799
1 10.85 1085 -0.174 3.929 -6.090 0.251 1.525 -1.410 -15.153 -87.911 -88.877
1 10.86 1086 0.019 6.337 -6.711 0.338 4.202 -1.085 8.759 267.769 32.542
1 10.87 1087 0.146 7.047 -7.118 0.221 1.240 -0.710 -11.704 -296.208 37.501
1 10.88 1088 0.322 7.516 -7.304 0.306 0.818 -0.324 8.528 -42.208 38.639
1 10.89 1089 0.525 7.744 -7.300 0.355 0.398 0.007 4.899 -41.973 33.022
1 10.90 1090 0.748 7.772 -7.129 0.388 0.048 0.298 3.252 -35.016 29.114
1 10.91 1091 0.979 7.660 -6.853 0.404 -0.195 0.482 1.556 -24.342 18.456
1 10.92 1092 1.453 6.693 -6.447 0.827 -1.687 0.709 42.349 -149.177 22.716
1 10.93 1093 1.644 6.879 -6.009 0.334 0.324 0.764 -49.342 201.088 5.453
1 10.94 1094 1.799 6.551 -5.990 0.271 -0.573 0.034 -6.308 -89.671 -73.046
1 10.95 1095 1.872 6.193 -6.212 0.127 -0.624 -0.388 -14.366 -5.073 -42.122
1 10.96 1096 1.852 5.841 -6.710 -0.035 -0.615 -0.869 -16.188 0.846 -48.160
1 10.97 1097 1.768 5.494 -7.420 -0.147 -0.605 -1.239 -11.153 0.993 -36.921
1 10.98 1098 1.674 5.176 -8.243 -0.163 -0.555 -1.437 -1.656 4.995 -19.878
1 10.99 1099 1.613 4.865 -9.087 -0.108 -0.543 -1.474 5.547 1.194 -3.636
1 11.00 1100 1.599 4.328 -10.553 -0.024 -0.937 -2.558 8.368 -39.415 -108.388
1 11.01 1101 1.660 4.108 -11.110 0.106 -0.384 -0.973 12.976 55.365 158.455
1 11.02 1102 1.757 3.783 -11.510 0.171 -0.568 -0.698 6.502 -18.384 27.460
1 11.03 1103 1.900 3.501 -11.716 0.249 -0.492 -0.359 7.836 7.562 33.986
1 11.04 1104 2.063 3.264 -11.748 0.284 -0.412 -0.057 3.528 7.962 30.162
1 11.05 1105 2.198 3.053 -11.669 0.236 -0.370 0.139 -4.893 4.255 19.636
1 11.06 1106 2.276 2.857 -11.493 0.137 -0.342 0.307 -9.906 2.824 16.782
1 11.07 1107 2.401 2.547 -11.092 0.218 -0.541 0.698 8.174 -19.929 39.093
1 11.08 1108 2.372 2.410 -10.765 -0.052 -0.239 0.572 -27.010 30.204 -12.662
1 11.09 1109 2.361 2.350 -10.605 -0.019 -0.105 0.279 3.317 13.345 -29.263
1 11.10 1110 2.347 2.341 -10.530 -0.024 -0.015 0.132 -0.580 9.040 -14.724
1 11.11 1111 2.358 2.365 -10.521 0.020 0.042 0.014 4.410 5.693 -11.732
1 11.12 1112 2.393 2.415 -10.588 0.061 0.087 -0.116 4.098 4.464 -13.039
1 11.13 1113 2.425 2.477 -10.707 0.056 0.109 -0.208 -0.498 2.204 -9.157
1 11.14 1114 2.446 2.625 -11.045 0.037 0.259 -0.590 -1.830 15.001 -38.199
1 11.15 1115 2.360 2.668 -11.312 -0.150 0.074 -0.467 -18.702 -18.455 12.270
1 11.16 1116 2.309 2.637 -11.478 -0.090 -0.054 -0.290 5.966 -12.843 17.674
1 11.17 1117 2.268 2.505 -11.593 -0.072 -0.229 -0.201 1.807 -17.462 8.958
1 11.18 1118 2.210 2.281 -11.584 -0.101 -0.391 0.016 -2.919 -16.189 21.617
1 11.19 1119 2.133 1.969 -11.438 -0.135 -0.545 0.256 -3.339 -15.464 24.064
1 11.20 1120 2.060 1.583 -11.159 -0.126 -0.673 0.486 0.829 -12.757 22.969
1 11.21 1121 2.014 1.130 -10.569 -0.080 -0.791 1.031 4.658 -11.820 54.488
1 11.22 1122 1.877 0.200 -10.051 -0.240 -1.623 0.904 -16.034 -83.159 -12.694
1 11.23 1123 1.820 -0.313 -9.759 -0.099 -0.895 0.509 14.070 72.782 -39.539
1 11.24 1124 1.735 -0.870 -9.568 -0.149 -0.973 0.334 -4.940 -7.759 -17.472
1 11.25 1125 1.620 -1.471 -9.489 -0.201 -1.048 0.139 -5.216 -7.579 -19.527
1 11.26 1126 1.477 -2.124 -9.535 -0.248 -1.140 -0.081 -4.752 -9.184 -21.997
1 11.27 1127 1.313 -2.826 -9.730 -0.287 -1.224 -0.339 -3.873 -8.401 -25.792
1 11.28 1128 1.196 -3.580 -9.876 -0.204 -1.317 -0.255 8.325 -9.304 8.400
1 11.29 1129 1.009 -4.310 -10.340 -0.327 -1.273 -0.810 -12.292 4.461 -55.450
1 11.30 1130 0.532 -5.919 -11.472 -0.833 -2.809 -1.975 -50.578 -153.646 -116.500
1 11.31 1131 0.388 -6.807 -11.784 -0.251 -1.549 -0.545 58.133 126.019 143.014
1 11.32 1132 0.320 -7.734 -11.957 -0.118 -1.619 -0.303 13.313 -6.999 24.158
1 11.33 1133 0.261 -8.594 -11.985 -0.103 -1.501 -0.047 1.511 11.754 25.589
1 11.34 1134 0.214 -9.493 -11.883 -0.083 -1.568 0.178 2.048 -6.666 22.492
1 11.35 1135 0.141 -10.459 -11.708 -0.126 -1.686 0.305 -4.387 -11.790 12.726
1 11.36 1136 0.067 -11.472 -11.313 -0.129 -1.768 0.690 -0.291 -8.173 38.531
1 11.37 1137 -0.354 -13.841 -11.424 -0.736 -4.135 -0.194 -60.660 -236.713 -88.423
1 11.38 1138 -0.642 -15.143 -11.622 -0.502 -2.273 -0.346 23.378 186.212 -15.154
1 11.39 1139 -1.030 -16.522 -11.973 -0.678 -2.408 -0.613 -17.548 -13.489 -26.721
1 11.40 1140 -1.484 -17.989 -12.404 -0.791 -2.560 -0.752 -11.377 -15.224 -13.898
1 11.41 1141 -1.945 -19.525 -12.797 -0.805 -2.680 -0.687 -1.390 -12.028 6.446
1 11.42 1142 -2.360 -21.124 -13.060 -0.723 -2.791 -0.458 8.191 -11.075 22.891
1 11.43 1143 -2.631 -22.822 -13.046 -0.473 -2.964 0.025 25.028 -17.319 48.334
1 11.44 1144 -2.930 -26.340 -12.870 -0.523 -6.139 0.307 -5.008 -317.523 28.189
1 11.45 1145 -2.928 -28.258 -12.600 0.005 -3.349 0.471 52.799 279.031 16.386
1 11.46 1146 -2.866 -30.255 -12.275 0.108 -3.485 0.567 10.332 -13.593 9.673
1 11.47 1147 -2.740 -32.338 -11.850 0.220 -3.635 0.742 11.215 -15.023 17.500
1 11.48 1148 -2.621 -34.473 -11.430 0.207 -3.727 0.733 -1.364 -9.196 -0.975
1 11.49 1149 -2.543 -36.650 -11.047 0.137 -3.799 0.667 -6.947 -7.197 -6.526
1 11.50 1150 -2.558 -38.843 -10.755 -0.027 -3.828 0.510 -16.381 -2.888 -15.734
1 11.51 1151 -2.386 -41.019 -10.135 0.300 -3.797 1.083 32.620 3.048 57.268
1 11.52 1152 -2.634 -45.477 -9.859 -0.432 -7.780 0.480 -73.147 -398.295 -60.256
1 11.53 1153 -2.578 -47.744 -9.493 0.096 -3.957 0.640 52.827 382.375 15.998
1 11.54 1154 -2.442 -50.050 -9.083 0.239 -4.024 0.715 14.239 -6.716 7.428
1 11.55 1155 -2.252 -52.399 -8.646 0.331 -4.100 0.764 9.203 -7.625 4.955
1 11.56 1156 -1.997 -54.812 -8.132 0.445 -4.212 0.896 11.455 -11.160 13.179
1 11.57 1157 -1.484 -57.259 -7.345 0.895 -4.271 1.373 44.946 -5.900 47.745
1 11.58 1158 -0.107 -59.656 -5.567 2.404 -4.184 3.104 150.941 8.655 173.096
1 11.59 1159 3.937 -64.611 -0.870 7.057 -8.648 8.197 465.296 -446.400 509.310
1 11.60 1160 11.941 -66.946 7.533 13.970 -4.075 14.666 691.263 457.269 646.882
1 11.61 1161 58.361 -68.757 54.412 81.019 -3.160 81.819 6704.913 91.550 6715.288
1 11.62 1162 140.164 -67.771 136.705 142.773 1.720 143.629 6175.439 487.961 6180.985
1 11.63 1163 154.417 -65.549 151.465 24.875 3.879 25.760 -11789.846 215.955 -11786.862
1 11.64 1164 158.076 -63.234 155.674 6.386 4.041 7.347 -1848.850 16.147 -1841.312
1 11.65 1165 158.547 -61.224 157.004 0.822 3.508 2.321 -556.421 -53.254 -502.594
1 11.66 1166 159.427 -56.532 158.686 1.537 8.189 2.934 71.452 468.109 61.305
1 11.67 1167 159.308 -54.302 159.064 -0.208 3.891 0.661 -174.484 -429.810 -227.289
1 11.68 1168 159.324 -52.184 159.537 0.029 3.697 0.825 23.699 -19.457 16.408
1 11.69 1169 159.602 -50.187 160.272 0.484 3.486 1.282 45.476 -21.098 45.669
1 11.70 1170 159.974 -48.277 161.160 0.650 3.334 1.550 16.599 -15.143 26.798
1 11.71 1171 160.232 -46.384 161.984 0.451 3.303 1.438 -19.853 -3.065 -11.184
1 11.72 1172 159.446 -44.745 162.026 -1.372 2.860 0.073 -182.338 -44.338 -136.495
1 11.73 1173 159.717 -42.905 162.869 0.474 3.211 1.470 184.643 35.130 139.685
1 11.74 1174 160.692 -39.101 164.805 1.700 6.641 3.380 122.597 342.915 190.969
1 11.75 1175 160.665 -37.464 165.439 -0.047 2.856 1.106 -174.701 -378.490 -227.375
1 11.76 1176 160.639 -35.984 166.116 -0.044 2.583 1.181 0.277 -27.261 7.513
1 11.77 1177 160.660 -34.494 166.761 0.037 2.601 1.126 8.092 1.819 -5.519
1 11.78 1178 160.631 -33.096 167.287 -0.051 2.439 0.918 -8.810 -16.179 -20.759
1 11.79 1179 160.499 -31.746 167.711 -0.231 2.357 0.741 -17.929 -8.272 -17.786
1 11.80 1180 160.132 -30.811 168.068 -0.641 1.632 0.623 -41.013 -72.478 -11.783
