DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT	DEFAULT
            TIME	TIME	ANG_X	ANG_Y	ANG_Z	VEL_X	VEL_Y	VEL_Z	ACC_X	ACC_Y	ACC_Z
            FRAME_NUMBERS	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG	ANALOG
            ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL	ORIGINAL
1 26.99 2699 1.670 -16.530 -15.343 -0.305 -3.010 -0.267 -16.825 9.950 -28.945
1 27.00 2700 0.978 -19.955 -16.067 -1.208 -5.977 -1.264 -90.379 -296.712 -99.733
1 27.01 2701 0.723 -21.385 -16.407 -0.445 -2.496 -0.593 76.386 348.122 67.076
1 27.02 2702 0.318 -22.923 -16.796 -0.707 -2.685 -0.679 -26.245 -18.856 -8.540
1 27.03 2703 -0.116 -24.456 -17.172 -0.757 -2.675 -0.656 -4.976 0.932 2.244
1 27.04 2704 -0.510 -25.979 -17.425 -0.688 -2.657 -0.441 6.865 1.819 21.521
1 27.05 2705 -0.901 -27.523 -17.567 -0.682 -2.696 -0.248 0.640 -3.885 19.296
1 27.06 2706 -1.282 -29.104 -17.557 -0.665 -2.758 0.017 1.661 -6.230 26.450
1 27.07 2707 -2.004 -32.785 -17.446 -1.260 -6.425 0.194 -59.490 -366.680 17.772
1 27.08 2708 -2.189 -34.338 -16.962 -0.323 -2.710 0.844 93.731 371.497 65.007
1 27.09 2709 -2.365 -36.263 -16.621 -0.308 -3.359 0.595 1.494 -64.902 -24.930
1 27.10 2710 -2.504 -38.241 -16.238 -0.243 -3.452 0.669 6.524 -9.322 7.378
1 27.11 2711 -2.707 -40.275 -15.950 -0.353 -3.549 0.503 -11.086 -9.656 -16.584
1 27.12 2712 -3.036 -42.352 -15.829 -0.575 -3.625 0.210 -22.168 -7.632 -29.266
1 27.13 2713 -3.470 -44.469 -15.824 -0.757 -3.696 0.009 -18.160 -7.082 -20.148
1 27.14 2714 -4.440 -49.061 -16.033 -1.694 -8.013 -0.365 -93.742 -431.700 -37.347
1 27.15 2715 -5.180 -51.219 -16.305 -1.291 -3.768 -0.475 40.300 424.537 -11.013
1 27.16 2716 -6.222 -53.038 -16.667 -1.818 -3.174 -0.631 -52.683 59.359 -15.647
1 27.17 2717 -7.681 -55.141 -17.595 -2.547 -3.669 -1.619 -72.902 -49.521 -98.768
1 27.18 2718 -9.391 -57.242 -18.718 -2.983 -3.668 -1.961 -43.648 0.139 -34.233
1 27.19 2719 -11.030 -59.346 -19.743 -2.861 -3.672 -1.789 12.202 -0.379 17.275
1 27.20 2720 -12.641 -61.441 -20.720 -2.811 -3.656 -1.706 5.035 1.553 8.297
1 27.21 2721 -21.589 -65.794 -28.664 -15.617 -7.597 -13.865 -1280.611 -394.112 -1215.933
1 27.22 2722 -31.925 -67.647 -38.336 -18.041 -3.234 -16.880 -242.398 436.389 -301.470
1 27.23 2723 -55.361 -69.007 -60.701 -40.903 -2.373 -39.034 -2286.191 86.007 -2215.461
1 27.24 2724 -159.091 -68.509 -163.713 -181.042 0.869 -179.791 -14013.937 324.240 -14075.690
1 27.25 2725 -174.642 -66.651 -178.505 -27.142 3.242 -25.817 15390.038 237.310 15397.395
1 27.26 2726 180.775 -64.643 177.753 620.319 3.504 621.788 64746.148 26.197 64760.500
1 27.27 2727 178.558 -62.618 176.435 -3.868 3.535 -2.299 -62418.750 3.096 -62408.719
1 27.28 2728 177.546 -58.076 176.876 -1.766 7.928 0.770 210.187 439.329 306.885
1 27.29 2729 175.462 -55.928 175.695 -3.637 3.748 -2.061 -187.113 -417.987 -283.091
1 27.30 2730 171.611 -54.075 172.989 -6.721 3.234 -4.723 -308.406 -51.415 -266.113
1 27.31 2731 169.802 -51.957 172.041 -3.158 3.697 -1.655 356.362 46.229 306.783
1 27.32 2732 167.677 -49.890 170.748 -3.708 3.608 -2.257 -55.039 -8.852 -60.205
1 27.33 2733 165.357 -47.880 169.204 -4.049 3.507 -2.695 -34.080 -10.136 -43.862
1 27.34 2734 163.280 -45.939 167.861 -3.625 3.388 -2.343 42.415 -11.884 35.229
1 27.35 2735 161.874 -43.932 167.136 -2.456 3.503 -1.266 116.925 11.511 107.698
1 27.36 2736 161.023 -39.630 167.188 -1.485 7.509 0.091 97.106 400.561 135.736
1 27.37 2737 160.144 -38.502 167.157 -1.534 1.968 -0.054 -4.928 -554.017 -14.515
1 27.38 2738 159.819 -36.715 167.465 -0.567 3.120 0.537 96.726 115.213 59.040
1 27.39 2739 159.556 -34.884 167.766 -0.460 3.196 0.525 10.612 7.525 -1.116
1 27.40 2740 159.221 -32.997 167.861 -0.584 3.293 0.167 -12.398 9.710 -35.858
1 27.41 2741 158.755 -31.081 167.654 -0.813 3.344 -0.362 -22.814 5.075 -52.872
1 27.42 2742 158.224 -29.139 167.272 -0.928 3.390 -0.667 -11.511 4.627 -30.468
1 27.43 2743 157.700 -25.022 166.932 -0.914 7.186 -0.594 1.364 379.615 7.222
1 27.44 2744 157.392 -23.225 166.731 -0.538 3.136 -0.351 37.601 -405.001 24.388
1 27.45 2745 156.797 -21.785 166.288 -1.038 2.514 -0.773 -49.999 -62.249 -42.248
1 27.46 2746 156.686 -20.167 166.505 -0.194 2.823 0.378 84.419 30.918 115.144
1 27.47 2747 156.724 -18.699 166.987 0.067 2.563 0.842 26.090 -26.000 46.327
1 27.48 2748 156.797 -17.370 167.599 0.126 2.319 1.069 5.927 -24.328 22.705
1 27.49 2749 156.847 -16.162 168.250 0.088 2.109 1.136 -3.808 -21.075 6.745
1 27.50 2750 157.084 -13.637 169.733 0.414 4.408 2.589 32.525 229.905 145.247
1 27.51 2751 157.043 -12.667 170.238 -0.072 1.692 0.881 -48.561 -271.603 -170.770
1 27.52 2752 156.814 -11.971 170.418 -0.400 1.216 0.314 -32.778 -47.598 -56.653
1 27.53 2753 156.706 -11.005 170.635 -0.188 1.686 0.378 21.219 46.991 6.320
1 27.54 2754 156.567 -10.112 170.753 -0.242 1.558 0.207 -5.460 -12.767 -17.102
1 27.55 2755 156.408 -9.308 170.852 -0.278 1.405 0.172 -3.552 -15.338 -3.438
1 27.56 2756 156.252 -8.628 171.015 -0.273 1.186 0.284 0.522 -21.871 11.206
1 27.57 2757 156.096 -8.117 171.302 -0.273 0.893 0.502 -0.060 -29.294 21.741
1 27.58 2758 155.880 -7.549 172.200 -0.376 0.990 1.566 -10.262 9.706 106.442
1 27.59 2759 155.827 -7.839 172.933 -0.094 -0.505 1.280 28.217 -149.459 -28.634
1 27.60 2760 155.847 -8.158 173.680 0.036 -0.558 1.303 12.984 -5.352 2.341
1 27.61 2761 155.928 -8.588 174.466 0.141 -0.750 1.373 10.443 -19.165 6.990
1 27.62 2762 156.067 -9.058 175.253 0.242 -0.821 1.374 10.171 -7.106 0.062
1 27.63 2763 156.256 -9.554 175.971 0.330 -0.865 1.252 8.745 -4.372 -12.207
1 27.64 2764 156.467 -10.050 176.587 0.368 -0.866 1.075 3.846 -0.147 -17.626
1 27.65 2765 156.535 -10.830 176.992 0.119 -1.361 0.708 -24.877 -49.527 -36.755
1 27.66 2766 156.678 -11.245 177.222 0.248 -0.724 0.401 12.898 63.686 -30.704
1 27.67 2767 156.982 -11.586 177.506 0.532 -0.594 0.495 28.365 13.000 9.437
1 27.68 2768 157.108 -11.750 177.360 0.219 -0.288 -0.255 -31.307 30.669 -75.014
1 27.69 2769 157.190 -11.805 177.108 0.144 -0.096 -0.438 -7.546 19.195 -18.344
1 27.70 2770 157.272 -11.800 176.789 0.142 0.009 -0.558 -0.117 10.458 -11.923
1 27.71 2771 157.332 -11.736 176.451 0.106 0.112 -0.590 -3.672 10.287 -3.200
1 27.72 2772 157.357 -11.724 176.070 0.044 0.021 -0.665 -6.206 -9.049 -7.541
1 27.73 2773 157.327 -11.597 175.793 -0.053 0.222 -0.484 -9.656 20.045 18.065
1 27.74 2774 157.307 -11.352 175.524 -0.036 0.428 -0.468 1.717 20.674 1.588
1 27.75 2775 157.312 -11.337 175.554 0.009 0.026 0.053 4.492 -40.243 52.102
1 27.76 2776 157.330 -11.344 175.638 0.032 -0.012 0.147 2.320 -3.757 9.451
1 27.77 2777 157.375 -11.370 175.780 0.078 -0.046 0.247 4.582 -3.416 10.004
1 27.78 2778 157.423 -11.399 175.947 0.084 -0.051 0.291 0.534 -0.515 4.358
1 27.79 2779 157.487 -11.444 176.117 0.112 -0.078 0.298 2.830 -2.697 0.694
1 27.80 2780 157.478 -11.684 176.094 -0.016 -0.419 -0.041 -12.798 -34.060 -33.820
1 27.81 2781 157.629 -11.660 176.282 0.263 0.041 0.329 27.936 45.907 36.941
1 27.82 2782 157.707 -11.804 176.181 0.136 -0.251 -0.176 -12.701 -29.202 -50.499
1 27.83 2783 157.772 -11.962 175.966 0.113 -0.274 -0.376 -2.313 -2.298 -19.996
1 27.84 2784 157.829 -12.139 175.661 0.099 -0.310 -0.532 -1.361 -3.572 -15.557
1 27.85 2785 157.883 -12.359 175.280 0.096 -0.383 -0.665 -0.393 -7.260 -13.335
1 27.86 2786 157.940 -12.624 174.809 0.099 -0.464 -0.822 0.336 -8.079 -15.721
1 27.87 2787 157.977 -13.761 173.842 0.065 -1.984 -1.687 -3.371 -152.047 -86.515
1 27.88 2788 158.039 -13.789 173.153 0.107 -0.049 -1.203 4.210 193.553 48.435
1 27.89 2789 158.020 -14.328 172.602 -0.033 -0.940 -0.962 -13.988 -89.185 24.097
1 27.90 2790 157.927 -14.938 171.999 -0.162 -1.064 -1.051 -12.951 -12.401 -8.903
1 27.91 2791 157.800 -15.649 171.402 -0.223 -1.242 -1.043 -6.051 -17.747 0.801
1 27.92 2792 157.654 -16.475 170.823 -0.255 -1.441 -1.010 -3.197 -19.950 3.290
1 27.93 2793 157.512 -17.437 170.259 -0.247 -1.679 -0.984 0.718 -23.715 2.654
1 27.94 2794 157.351 -18.517 169.725 -0.281 -1.886 -0.932 -3.352 -20.705 5.167
1 27.95 2795 156.975 -21.557 168.655 -0.657 -5.306 -1.868 -37.630 -342.006 -93.606
1 27.96 2796 156.964 -22.423 168.249 -0.018 -1.511 -0.708 63.958 379.444 116.026
1 27.97 2797 156.926 -23.958 167.774 -0.066 -2.679 -0.829 -4.871 -116.791 -12.138
1 27.98 2798 156.890 -25.602 167.219 -0.064 -2.870 -0.969 0.217 -19.066 -13.933
1 27.99 2799 156.842 -27.348 166.572 -0.083 -3.047 -1.130 -1.843 -17.695 -16.136
1 28.00 2800 156.726 -29.191 165.802 -0.203 -3.216 -1.344 -12.062 -16.973 -21.412
1 28.01 2801 156.505 -31.127 164.938 -0.386 -3.379 -1.508 -18.315 -16.296 -16.351
1 28.02 2802 156.129 -33.167 163.902 -0.655 -3.560 -1.808 -26.882 -18.108 -30.072
1 28.03 2803 154.596 -37.537 161.015 -2.676 -7.628 -5.039 -202.045 -406.763 -323.105
1 28.04 2804 153.310 -39.891 159.044 -2.244 -4.108 -3.440 43.135 351.968 159.919
1 28.05 2805 151.487 -42.346 156.556 -3.183 -4.285 -4.342 -93.849 -17.635 -90.230
1 28.06 2806 149.057 -44.886 153.508 -4.240 -4.433 -5.320 -105.734 -14.825 -97.766
1 28.07 2807 145.982 -47.441 149.859 -5.367 -4.459 -6.368 -112.724 -2.619 -104.809
1 28.08 2808 142.082 -49.882 145.402 -6.807 -4.260 -7.779 -143.938 19.954 -141.070
1 28.09 2809 137.032 -52.212 139.800 -8.813 -4.067 -9.776 -200.667 19.240 -199.752
1 28.10 2810 124.186 -56.014 125.848 -22.420 -6.635 -24.352 -1360.674 -256.814 -1457.524
1 28.11 2811 115.979 -57.624 117.148 -14.324 -2.810 -15.185 809.582 382.530 916.684
1 28.12 2812 106.329 -59.050 107.059 -16.842 -2.489 -17.608 -251.763 32.111 -242.295
1 28.13 2813 94.548 -60.197 94.841 -20.563 -2.002 -21.325 -372.087 48.724 -371.766
1 28.14 2814 80.404 -60.854 80.251 -24.686 -1.147 -25.463 -412.284 85.438 -413.810
1 28.15 2815 64.761 -60.810 64.197 -27.302 0.077 -28.020 -261.626 122.459 -255.693
1 28.16 2816 50.124 -59.985 49.200 -25.547 1.441 -26.174 175.539 136.362 184.601
1 28.17 2817 30.810 -56.589 29.429 -33.710 5.927 -34.508 -816.321 448.610 -833.320
1 28.18 2818 24.617 -54.849 22.954 -10.808 3.037 -11.300 2290.210 -288.979 2320.768
1 28.19 2819 20.330 -52.755 18.493 -7.483 3.654 -7.786 332.479 61.655 351.377
1 28.20 2820 17.121 -50.577 15.141 -5.601 3.801 -5.850 188.224 14.710 193.596
1 28.21 2821 14.557 -48.330 12.406 -4.475 3.923 -4.773 112.603 12.239 107.697
1 28.22 2822 12.226 -45.951 9.863 -4.070 4.151 -4.439 40.488 22.780 33.392
1 28.23 2823 10.064 -43.411 7.457 -3.772 4.434 -4.198 29.734 28.259 24.112
1 28.24 2824 6.823 -38.345 3.441 -5.657 8.842 -7.010 -188.428 440.812 -281.162
1 28.25 2825 5.725 -35.873 1.933 -1.917 4.315 -2.632 373.993 -452.689 437.808
1 28.26 2826 4.868 -33.696 0.785 -1.495 3.799 -2.004 42.187 -51.583 62.790
1 28.27 2827 4.163 -31.887 -0.078 -1.232 3.158 -1.507 26.323 -64.113 49.705
1 28.28 2828 3.685 -30.459 -0.600 -0.834 2.492 -0.911 39.794 -66.552 59.541
1 28.29 2829 3.403 -29.372 -0.880 -0.493 1.896 -0.487 34.090 -59.633 42.398
1 28.30 2830 3.357 -28.526 -0.944 -0.080 1.478 -0.113 41.295 -41.826 37.473
1 28.31 2831 3.445 -26.010 -0.843 0.154 4.390 0.177 23.423 291.268 28.949
1 28.32 2832 3.983 -25.942 -0.823 0.939 0.119 0.035 78.415 -427.111 -14.178
1 28.33 2833 3.690 -24.977 -1.265 -0.512 1.684 -0.772 -145.024 156.518 -80.705
1 28.34 2834 3.088 -23.856 -1.992 -1.050 1.956 -1.269 -53.871 27.179 -49.690
1 28.35 2835 2.336 -22.555 -2.809 -1.313 2.271 -1.426 -26.220 31.454 -15.682
1 28.36 2836 1.560 -21.083 -3.613 -1.355 2.568 -1.403 -4.262 29.767 2.315
1 28.37 2837 0.836 -19.468 -4.354 -1.263 2.818 -1.294 9.257 24.976 10.873
1 28.38 2838 0.260 -17.748 -5.024 -1.006 3.002 -1.169 25.632 18.356 12.492
1 28.39 2839 -0.200 -14.189 -6.114 -0.802 6.213 -1.902 20.485 321.101 -73.345
1 28.40 2840 -0.177 -12.331 -6.612 0.039 3.243 -0.870 84.069 -296.997 103.229
1 28.41 2841 -0.029 -10.411 -7.070 0.259 3.351 -0.799 21.935 10.850 7.140
1 28.42 2842 0.211 -8.450 -7.500 0.419 3.422 -0.750 16.072 7.019 4.824
1 28.43 2843 0.508 -6.472 -7.867 0.518 3.452 -0.641 9.839 3.089 10.907
1 28.44 2844 0.807 -4.510 -8.161 0.523 3.425 -0.512 0.546 -2.726 12.890
1 28.45 2845 1.104 -2.605 -8.339 0.518 3.324 -0.310 -0.550 -10.132 20.211
1 28.46 2846 1.523 0.927 -8.604 0.732 6.165 -0.463 21.398 284.116 -15.241
1 28.47 2847 1.997 2.568 -8.394 0.828 2.864 0.366 9.597 -330.122 82.832
1 28.48 2848 2.309 4.032 -8.389 0.544 2.556 0.010 -28.338 -30.809 -35.556
1 28.49 2849 2.597 5.349 -8.481 0.502 2.298 -0.161 -4.188 -25.805 -17.109
1 28.50 2850 2.828 6.491 -8.726 0.404 1.994 -0.427 -9.842 -30.344 -26.633
1 28.51 2851 3.031 7.451 -9.019 0.355 1.676 -0.512 -4.936 -31.870 -8.454
1 28.52 2852 3.262 8.227 -9.246 0.402 1.354 -0.395 4.755 -32.190 11.656
1 28.53 2853 3.529 9.436 -9.348 0.467 2.110 -0.179 6.498 75.643 21.683
1 28.54 2854 3.712 9.013 -9.851 0.319 -0.739 -0.877 -14.797 -284.896 -69.884
1 28.55 2855 3.802 8.841 -9.908 0.157 -0.300 -0.100 -16.204 43.861 77.740
1 28.56 2856 3.856 8.474 -9.955 0.094 -0.640 -0.082 -6.278 -33.958 1.770
1 28.57 2857 3.813 8.069 -10.028 -0.076 -0.707 -0.127 -17.027 -6.702 -4.514
1 28.58 2858 3.739 7.605 -10.134 -0.129 -0.810 -0.185 -5.340 -10.327 -5.749
1 28.59 2859 3.648 7.127 -10.342 -0.158 -0.833 -0.362 -2.903 -2.293 -17.718
1 28.60 2860 3.522 6.800 -10.851 -0.220 -0.572 -0.890 -6.147 26.131 -52.759
1 28.61 2861 3.357 6.128 -11.736 -0.288 -1.172 -1.544 -6.825 -59.980 -65.410
1 28.62 2862 3.311 5.892 -12.380 -0.080 -0.412 -1.124 20.790 75.950 42.007
1 28.63 2863 3.306 5.711 -12.998 -0.008 -0.316 -1.078 7.214 9.570 4.537
1 28.64 2864 3.340 5.579 -13.515 0.059 -0.231 -0.903 6.675 8.525 17.490
1 28.65 2865 3.417 5.473 -13.855 0.135 -0.185 -0.593 7.651 4.620 31.021
1 28.66 2866 3.538 5.388 -13.982 0.210 -0.148 -0.222 7.518 3.648 37.156
1 28.67 2867 3.666 5.328 -13.896 0.225 -0.105 0.150 1.445 4.359 37.210
1 28.68 2868 3.788 5.254 -13.703 0.213 -0.128 0.336 -1.190 -2.272 18.583
1 28.69 2869 3.876 5.361 -12.709 0.153 0.186 1.735 -6.010 31.330 139.898
1 28.70 2870 3.907 5.396 -12.236 0.054 0.061 0.826 -9.878 -12.469 -90.936
1 28.71 2871 3.923 5.416 -11.793 0.028 0.036 0.774 -2.573 -2.527 -5.211
1 28.72 2872 3.937 5.407 -11.393 0.024 -0.016 0.698 -0.454 -5.144 -7.576
1 28.73 2873 3.941 5.367 -11.149 0.008 -0.070 0.426 -1.566 -5.406 -27.192
1 28.74 2874 3.929 5.305 -11.069 -0.021 -0.109 0.138 -2.908 -3.935 -28.759
1 28.75 2875 3.837 5.100 -11.190 -0.162 -0.357 -0.211 -14.058 -24.760 -34.931
1 28.76 2876 3.676 4.999 -11.647 -0.279 -0.177 -0.797 -11.788 17.929 -58.607
1 28.77 2877 3.562 4.887 -11.972 -0.199 -0.195 -0.568 8.014 -1.744 22.940
1 28.78 2878 3.459 4.792 -12.292 -0.181 -0.166 -0.559 1.854 2.870 0.804
1 28.79 2879 3.362 4.720 -12.561 -0.169 -0.125 -0.469 1.187 4.117 9.066
1 28.80 2880 3.253 4.668 -12.788 -0.189 -0.092 -0.396 -2.046 3.281 7.313
1 28.81 2881 3.167 4.618 -12.928 -0.150 -0.086 -0.245 3.934 0.583 15.037
1 28.82 2882 3.100 4.569 -12.966 -0.118 -0.087 -0.065 3.239 -0.023 18.033
1 28.83 2883 3.044 4.525 -12.803 -0.097 -0.076 0.284 2.027 1.084 34.896
1 28.84 2884 3.005 4.543 -12.775 -0.068 0.031 0.049 2.929 10.680 -23.500
1 28.85 2885 2.963 4.558 -12.772 -0.074 0.026 0.005 -0.563 -0.556 -4.443
1 28.86 2886 2.905 4.539 -12.765 -0.100 -0.033 0.013 -2.670 -5.841 0.869
1 28.87 2887 2.844 4.453 -12.769 -0.107 -0.151 -0.008 -0.681 -11.767 -2.125
1 28.88 2888 2.806 4.280 -12.761 -0.065 -0.301 0.014 4.176 -15.055 2.183
1 28.89 2889 2.770 4.014 -12.759 -0.063 -0.463 0.005 0.208 -16.235 -0.902
1 28.90 2890 2.681 3.235 -12.789 -0.156 -1.360 -0.053 -9.284 -89.611 -5.736
1 28.91 2891 2.608 2.754 -12.808 -0.127 -0.839 -0.033 2.897 52.012 1.919
1 28.92 2892 2.511 2.220 -12.841 -0.168 -0.933 -0.058 -4.120 -9.317 -2.511
1 28.93 2893 2.378 1.642 -12.907 -0.232 -1.010 -0.115 -6.345 -7.693 -5.646
1 28.94 2894 2.228 1.006 -12.962 -0.262 -1.109 -0.095 -2.975 -9.972 1.954
1 28.95 2895 2.076 0.312 -13.009 -0.267 -1.212 -0.082 -0.488 -10.222 1.374
1 28.96 2896 1.917 -0.445 -13.035 -0.277 -1.321 -0.047 -1.051 -10.987 3.508
1 28.97 2897 1.544 -2.060 -13.196 -0.650 -2.818 -0.281 -37.300 -149.681 -23.451
1 28.98 2898 1.476 -3.017 -13.054 -0.119 -1.670 0.248 53.098 114.803 52.945
1 28.99 2899 1.315 -3.946 -13.088 -0.281 -1.623 -0.059 -16.181 4.764 -30.727
1 29.00 2900 1.162 -4.902 -13.130 -0.267 -1.667 -0.074 1.420 -4.469 -1.504
1 29.01 2901 1.021 -5.851 -13.203 -0.247 -1.656 -0.127 1.933 1.082 -5.280
1 29.02 2902 0.911 -6.831 -13.278 -0.192 -1.711 -0.130 5.562 -5.488 -0.369
1 29.03 2903 0.823 -7.838 -13.312 -0.153 -1.757 -0.061 3.918 -4.538 6.987
1 29.04 2904 0.530 -9.922 -13.372 -0.512 -3.637 -0.103 -35.969 -188.082 -4.264
1 29.05 2905 0.604 -10.982 -12.945 0.130 -1.851 0.745 64.225 178.640 84.796
1 29.06 2906 0.552 -12.074 -12.698 -0.091 -1.906 0.431 -22.109 -5.531 -31.364
1 29.07 2907 0.474 -13.182 -12.436 -0.136 -1.933 0.458 -4.507 -2.705 2.659
1 29.08 2908 0.374 -14.346 -12.164 -0.175 -2.031 0.475 -3.872 -9.791 1.699
1 29.09 2909 0.233 -15.600 -11.923 -0.246 -2.189 0.420 -7.143 -15.734 -5.472
1 29.10 2910 0.041 -17.009 -11.793 -0.334 -2.458 0.227 -8.796 -26.956 -19.331
1 29.11 2911 -0.184 -18.562 -11.754 -0.394 -2.711 0.068 -5.964 -25.252 -15.862
1 29.12 2912 -0.783 -22.090 -11.992 -1.045 -6.157 -0.415 -65.156 -344.646 -48.298
1 29.13 2913 -1.150 -24.045 -12.181 -0.639 -3.413 -0.330 40.657 274.463 8.479
1 29.14 2914 -1.489 -26.111 -12.282 -0.592 -3.607 -0.176 4.706 -19.419 15.462
1 29.15 2915 -1.798 -28.264 -12.291 -0.541 -3.757 -0.017 5.125 -15.032 15.903
1 29.16 2916 -2.051 -30.481 -12.220 -0.441 -3.869 0.125 9.913 -11.226 14.166
1 29.17 2917 -2.277 -32.727 -12.079 -0.395 -3.921 0.245 4.669 -5.164 11.962
1 29.18 2918 -2.468 -34.992 -11.899 -0.332 -3.953 0.315 6.283 -3.217 6.996
1 29.19 2919 -3.049 -39.508 -11.827 -1.014 -7.882 0.125 -68.232 -392.846 -18.970
1 29.20 2920 -3.634 -41.722 -12.116 -1.021 -3.864 -0.503 -0.700 401.806 -62.829
1 29.21 2921 -4.492 -43.897 -12.725 -1.497 -3.797 -1.063 -47.603 6.684 -55.990
1 29.22 2922 -5.625 -46.065 -13.678 -1.978 -3.783 -1.664 -48.036 1.336 -60.074
1 29.23 2923 -7.088 -48.222 -15.014 -2.554 -3.765 -2.331 -57.606 1.816 -66.707
1 29.24 2924 -8.968 -50.387 -16.754 -3.281 -3.778 -3.038 -72.733 -1.329 -70.678
1 29.25 2925 -11.228 -52.589 -18.794 -3.944 -3.842 -3.559 -66.310 -6.349 -52.170
1 29.26 2926 -13.594 -54.869 -20.838 -4.129 -3.980 -3.569 -18.484 -13.832 -0.922
1 29.27 2927 -19.057 -59.572 -25.482 -9.536 -8.208 -8.105 -540.709 -422.792 -453.669
1 29.28 2928 -23.255 -61.936 -29.184 -7.327 -4.126 -6.460 220.923 408.173 164.499
1 29.29 2929 -29.867 -64.262 -35.240 -11.540 -4.060 -10.570 -421.299 6.673 -410.950
1 29.30 2930 -43.684 -66.428 -48.498 -24.115 -3.779 -23.139 -1257.560 28.045 -1256.899
1 29.31 2931 -83.437 -67.981 -87.633 -69.381 -2.710 -68.305 -4526.571 106.901 -4516.584
1 29.32 2932 -144.188 -67.396 -147.797 -106.032 1.020 -105.005 -3665.042 373.040 -3670.005
1 29.33 2933 -167.333 -65.495 -170.338 -40.395 3.317 -39.343 6563.629 229.739 6566.193
1 29.34 2934 176.675 -61.089 175.084 600.407 7.691 602.876 64080.246 437.385 64221.863
1 29.35 2935 172.819 -58.829 171.881 -6.729 3.943 -5.590 -60713.613 -374.842 -60846.621
1 29.36 2936 169.974 -56.571 169.640 -4.966 3.942 -3.911 176.258 -0.048 167.947
1 29.37 2937 167.891 -54.368 168.063 -3.635 3.844 -2.753 133.092 -9.815 115.817
1 29.38 2938 166.212 -52.238 166.855 -2.931 3.717 -2.109 70.477 -12.686 64.421
1 29.39 2939 164.757 -50.140 165.914 -2.539 3.662 -1.642 39.163 -5.581 46.618
1 29.40 2940 163.674 -48.000 165.376 -1.890 3.736 -0.938 64.943 7.427 70.415
1 29.41 2941 162.337 -43.790 165.099 -2.335 7.347 -0.484 -44.494 361.061 45.404
1 29.42 2942 162.032 -41.750 165.343 -0.531 3.561 0.426 180.311 -378.516 91.007
1 29.43 2943 161.805 -39.749 165.727 -0.396 3.492 0.670 13.561 -6.899 24.457
1 29.44 2944 161.719 -37.798 166.339 -0.151 3.405 1.069 24.450 -8.764 39.861
1 29.45 2945 161.762 -35.938 167.139 0.075 3.246 1.395 22.664 -15.874 32.618
1 29.46 2946 161.786 -34.163 167.933 0.042 3.098 1.386 -3.338 -14.758 -0.880
1 29.47 2947 161.820 -32.442 168.714 0.060 3.004 1.362 1.853 -9.410 -2.415
1 29.48 2948 161.629 -29.133 170.030 -0.334 5.774 2.297 -39.465 276.953 93.508
1 29.49 2949 161.451 -27.554 170.662 -0.310 2.757 1.102 2.449 -301.688 -119.536
1 29.50 2950 161.204 -26.003 171.273 -0.432 2.707 1.067 -12.259 -5.042 -3.459
1 29.51 2951 160.943 -24.484 171.874 -0.455 2.651 1.049 -2.291 -5.591 -1.793
1 29.52 2952 160.706 -23.022 172.519 -0.414 2.553 1.124 4.110 -9.757 7.489
1 29.53 2953 160.463 -21.616 173.176 -0.423 2.454 1.147 -0.856 -9.941 2.260
1 29.54 2954 160.287 -20.272 173.893 -0.308 2.346 1.252 11.446 -10.762 10.462
1 29.55 2955 160.193 -19.020 174.723 -0.164 2.185 1.448 14.424 -16.119 19.672
1 29.56 2956 159.885 -16.686 176.214 -0.538 4.073 2.602 -37.384 188.779 115.411
1 29.57 2957 159.671 -15.576 176.853 -0.374 1.938 1.116 16.391 -213.438 -148.692
1 29.58 2958 159.466 -14.528 177.420 -0.357 1.829 0.989 1.707 -10.935 -12.636
1 29.59 2959 159.199 -13.520 177.850 -0.466 1.759 0.751 -10.934 -6.977 -23.823
1 29.60 2960 158.903 -12.572 178.208 -0.516 1.655 0.624 -5.000 -10.451 -12.677
1 29.61 2961 158.564 -11.702 178.532 -0.592 1.519 0.566 -7.632 -13.582 -5.839
1 29.62 2962 158.202 -10.964 178.812 -0.632 1.287 0.490 -3.936 -23.156 -7.584
1 29.63 2963 157.480 -9.974 179.410 -1.260 1.728 1.042 -62.835 44.099 55.246
1 29.64 2964 157.083 -9.695 179.676 -0.692 0.486 0.464 56.803 -124.187 -57.807
1 29.65 2965 156.644 -9.555 179.894 -0.767 0.245 0.381 -7.496 -24.118 -8.361
1 29.66 2966 156.220 -9.558 -179.889 -0.738 -0.006 -627.939 2.871 -25.110 -62831.961
1 29.67 2967 155.852 -9.694 -179.647 -0.644 -0.236 0.421 9.453 -23.038 62835.988
1 29.68 2968 155.584 -9.959 -179.349 -0.467 -0.463 0.522 17.688 -22.710 10.054
1 29.69 2969 155.440 -10.315 -178.987 -0.251 -0.621 0.631 21.636 -15.790 10.943
1 29.70 2970 155.434 -10.983 -178.301 -0.010 -1.165 1.197 24.035 -54.402 56.591
